"","results.parameter","results.city","results.country","results.coordinates.latitude","results.coordinates.longitude","units","valuemax","valuemean","tally"
"823","pm25","Huainan","CN",32.6028,116.8556,"micrograms per cubic meter",139,52.3965517241379,174
"824","pm25","Huainan","CN",32.625,116.7039,"micrograms per cubic meter",134,52.2312138728324,173
"825","pm25","Huainan","CN",32.6319,116.8306,"micrograms per cubic meter",128,55.9058823529412,170
"826","pm25","Huainan","CN",32.645,117.0083,"micrograms per cubic meter",94,44.8051948051948,154
"827","pm25","Huainan","CN",32.64600333,117.0411667,"micrograms per cubic meter",111,47.5741935483871,155
"828","pm25","Huainan","CN",32.7639,116.8028,"micrograms per cubic meter",134,58.9540229885057,174
"829","pm25","Hualqui","CL",-36.97743148785,-72.932017713268,"micrograms per cubic meter",126,19.5555555555556,99
"830","pm25","Huangshan","CN",29.7128,118.3057,"micrograms per cubic meter",85,25.6913946587537,337
"831","pm25","Huangshan","CN",29.7207,118.3236,"micrograms per cubic meter",68,25.3047337278106,338
"832","pm25","Huangshan","CN",30.2756,118.1371,"micrograms per cubic meter",120,28.0430769230769,325
"833","pm25","Huasco","CL",-28.470340876399,-71.218828907093,"micrograms per cubic meter",25.75,6.43564814814815,108
"834","pm25","Huasco","CL",-28.469998068842,-71.219652562817,"micrograms per cubic meter",19,8.95049504950495,101
"835","pm25","Huasco","CL",-28.467795302879,-71.22729152441,"micrograms per cubic meter",5.15,2.34027777777778,108
"836","pm25","Huasco","CL",-28.466423001884,-71.221554279327,"micrograms per cubic meter",66.05,16.0719444444444,108
"837","pm25","Hubballi","IN",15.351773,75.140726,"micrograms per cubic meter",15,6.84181818181818,11
"838","pm25","HUGHES","US",44.373786,-100.287269,"micrograms per cubic meter",14.6,4.0563829787234,94
"839","pm25","Hull","GB",53.74878,-0.341222,"micrograms per cubic meter",9,5.31034482758621,116
"840","pm25","HUMBOLDT","US",40.715279,-124.201393,"micrograms per cubic meter",47.4,4.34544491525424,944
"841","pm25","Huntington-Ashland","US",38.4592,-82.6339,"micrograms per cubic meter",16.1,8.73636363636364,99
"842","pm25","Hyderabad","IN",17.349694,78.451437,"micrograms per cubic meter",55,19.75,8
"843","pm25","Hyderabad","IN",17.38405,78.45636,"micrograms per cubic meter",35,17.3717948717949,78
"844","pm25","Hyderabad","IN",17.460103,78.334361,"micrograms per cubic meter",54,26.625,16
"845","pm25","Hyderabad","IN",17.5184,78.278777,"micrograms per cubic meter",43,19.8108108108108,37
"846","pm25","Hyderabad","IN",17.5316895,78.218939,"micrograms per cubic meter",32,12.1111111111111,9
"847","pm25","Hyderabad","IN",17.540891,78.358528,"micrograms per cubic meter",74,18.5454545454545,11
"848","pm25","Ida-Virumaa","EE",59.3761713409247,28.1791623160169,"micrograms per cubic meter",3.96,1.55925,64
"849","pm25","Ida-Virumaa","EE",59.4097426426862,27.278601243687,"micrograms per cubic meter",17.775,13.6585306122449,49
"850","pm25","Idaho Falls","US",43.464696,-112.046503,"micrograms per cubic meter",19,7.88888888888889,45
"851","pm25","IDAHO","US",45.931301,-116.115196,"micrograms per cubic meter",79,19,104
"852","pm25","IDAHO","US",46.061322,-116.3467,"micrograms per cubic meter",58.6,12.5778846153846,104
"853","pm25","IJmuiden","NL",52.463,4.60184,"micrograms per cubic meter",17.5,7.76451612903226,62
"854","pm25","Ilha da Madeira","PT",32.648889,-16.883056,"micrograms per cubic meter",15.2,8.07142857142857,112
"855","pm25","Ilha da Madeira","PT",32.649722,-16.918333,"micrograms per cubic meter",18.4,5.18659793814433,97
"856","pm25","Ilha da Madeira","PT",32.807778,-16.886389,"micrograms per cubic meter",8.2,3.12277227722772,101
"857","pm25","Ilha do Faial","PT",38.605,-28.631389,"micrograms per cubic meter",3.3,1.52454545454545,110
"858","pm25","Illawarra","AU",-34.5805556,150.7816667,"micrograms per cubic meter",19.6,6.47428571428571,105
"859","pm25","Illawarra","AU",-34.4763889,150.8175,"micrograms per cubic meter",28.3,7.62448979591837,98
"860","pm25","Illawarra","AU",-34.4186111,150.8863889,"micrograms per cubic meter",30,7.55619047619048,105
"861","pm25","Ille-et-Vilaine","FR",48.0896957195876,-1.65902663301761,"micrograms per cubic meter",18.9,5.5906976744186,86
"862","pm25","Ille-et-Vilaine","FR",48.1086536280958,-1.66576399764851,"micrograms per cubic meter",17,5.89026548672566,113
"863","pm25","Illes Balears","ES",39.6776599994721,2.68665,"micrograms per cubic meter",33,8.52833333333333,60
"864","pm25","Independencia","CL",-33.422301,-70.651162,"micrograms per cubic meter",131,29.1165048543689,103
"865","pm25","India","IN",13.08784,80.278475,"micrograms per cubic meter",45,16.5696202531646,79
"866","pm25","India","IN",17.38405,78.45636,"micrograms per cubic meter",35,16.675,40
"867","pm25","India","IN",19.07283,72.88261,"micrograms per cubic meter",35,16.8571428571429,56
"868","pm25","India","IN",22.56263,88.36304,"micrograms per cubic meter",4,4,14
"869","pm25","India","IN",28.63576,77.22445,"micrograms per cubic meter",91,51.8035714285714,56
"870","pm25","Indianapolis","US",39.787933,-86.13088,"micrograms per cubic meter",25.7,12.5247524752475,101
"871","pm25","Indianapolis","US",39.7889,-86.2147,"micrograms per cubic meter",23.5,12.3174418604651,86
"872","pm25","Indianapolis","US",39.8108,-86.1147,"micrograms per cubic meter",25.3,13.2683168316832,101
"873","pm25","Indore","IN",22.431,75.5213,"micrograms per cubic meter",42,20.4,45
"874","pm25","Indre-et-Loire","FR",47.3441490981312,0.653775897476505,"micrograms per cubic meter",16.3,6.68521739130435,115
"875","pm25","Indre","FR",46.9429682344805,2.00326104989222,"micrograms per cubic meter",9.1,4.61491228070175,114
"876","pm25","Inverness","GB",57.481308,-4.241451,"micrograms per cubic meter",5,3,116
"877","pm25","Iowa City","US",41.658195,-91.503471,"micrograms per cubic meter",13.1,2.57647058823529,102
"878","pm25","IRON","US",37.747445,-113.055524,"micrograms per cubic meter",57.9,9.57882352941176,85
"879","pm25","ISLAND","US",48.294399,-122.660004,"micrograms per cubic meter",71,23.7466666666667,90
"880","pm25","Istarska","HR",45.291202777241,13.7497777777778,"micrograms per cubic meter",15.6,9.81020408163265,98
"881","pm25","Jabalpur","IN",23.168606,79.932247,"micrograms per cubic meter",37,18.5,44
"882","pm25","JACKSON","US",42.1941,-122.7086,"micrograms per cubic meter",482.1,158.638888888889,90
"883","pm25","JACKSON","US",42.33155,-122.880266,"micrograms per cubic meter",305.1,125.517582417582,91
"884","pm25","JACKSON","US",43.746944,-101.941109,"micrograms per cubic meter",12.2,4.53736263736264,91
"885","pm25","Jacksonville","US",30.1358,-81.6339,"micrograms per cubic meter",9.5,5.72820512820513,78
"886","pm25","Jacksonville","US",30.2603,-81.4533,"micrograms per cubic meter",11.1,6.04615384615385,78
"887","pm25","Jacksonville","US",30.262808,-81.606834,"micrograms per cubic meter",10.2,5.05128205128205,78
"888","pm25","Jacksonville","US",30.4758,-81.5869,"micrograms per cubic meter",11.5,5.31578947368421,76
"889","pm25","Jaipur","IN",26.902909,75.836858,"micrograms per cubic meter",36.4,24.5775,8
"890","pm25","Jaipur","IN",26.9164092,75.7994901,"micrograms per cubic meter",104.67,40.79125,32
"891","pm25","Jaipur","IN",26.9502929,75.730943,"micrograms per cubic meter",59.2,35.325,8
"892","pm25","Jakarta","ID",-6.236704,106.79324,"micrograms per cubic meter",35,8.25,8
"893","pm25","Jakarta","ID",-6.182536,106.834236,"micrograms per cubic meter",98,47.1441441441441,111
"894","pm25","Jalandhar","IN",31.321907,75.578914,"micrograms per cubic meter",51.5,41.2541666666667,12
"895","pm25","Jawor","PL",51.049212,16.202317,"micrograms per cubic meter",113.789,22.0813426,1000
"896","pm25","JEFFERSON","US",38.1825,-85.5744,"micrograms per cubic meter",18.7,11.56,105
"897","pm25","JEFFERSON","US",44.6306,-121.131599,"micrograms per cubic meter",697.1,110.951764705882,85
"898","pm25","JEFFERSON","US",48.129101,-122.7789,"micrograms per cubic meter",179.7,47.9674418604651,86
"899","pm25","JERSEY","US",39.101439,-90.344494,"micrograms per cubic meter",20.6,10.7872093023256,86
"900","pm25","Jind","IN",29.307814,76.337619,"micrograms per cubic meter",64.4,47.037037037037,27
"901","pm25","Jodhpur","IN",26.268249,73.0193853,"micrograms per cubic meter",88.12,37.5939583333333,48
"902","pm25","Johnstown","US",40.3097,-78.9158,"micrograms per cubic meter",14.1,7.47156862745098,102
"903","pm25","JOSEPHINE","US",42.1617,-123.64835,"micrograms per cubic meter",438.7,201.384615384615,91
"904","pm25","JUNEAU","US",58.388889,-134.565556,"micrograms per cubic meter",46,7.45348837209302,86
"905","pm25","Jura","FR",46.671325047904,5.55680766765938,"micrograms per cubic meter",10.8,4.9394495412844,109
"906","pm25","Kahului-Wailuku","US",20.7808,-156.4461,"micrograms per cubic meter",15,4.92857142857143,70
"907","pm25","Kaithal","IN",29.8006,76.4155,"micrograms per cubic meter",50.2,30.7166666666667,30
"908","pm25","Kalaburagi","IN",17.321993,76.822628,"micrograms per cubic meter",19,12.47,6
"909","pm25","Kalamazoo-Portage","US",42.2781,-85.5419,"micrograms per cubic meter",14.3,5.12828282828283,99
"910","pm25","Kalisz","PL",51.748103,18.04931,"micrograms per cubic meter",31.1424,11.8620652727273,110
"911","pm25","Kalyan","IN",19.25292,73.142019,"micrograms per cubic meter",34,14.1091428571429,35
"912","pm25","Kampala","UG",0.300225,32.591553,"micrograms per cubic meter",172,60.3428571428571,105
"913","pm25","KANAWHA","US",38.346258,-81.621161,"micrograms per cubic meter",15,7.24390243902439,41
"914","pm25","Kannur","IN",11.875,75.3732,"micrograms per cubic meter",13.07,9.65588235294118,51
"915","pm25","Kanpur","IN",26.4703136,80.3229863,"micrograms per cubic meter",69,53.875,8
"916","pm25","Kansas City","US",38.75961,-94.57983,"micrograms per cubic meter",15.1,4.04078947368421,76
"917","pm25","Kansas City","US",38.8386,-94.7464,"micrograms per cubic meter",13.4,5.28269230769231,104
"918","pm25","Kansas City","US",39.047911,-94.450513,"micrograms per cubic meter",13.2,3.60945945945946,74
"919","pm25","Kansas City","US",39.10465,-94.57055,"micrograms per cubic meter",11.5,2.85064935064935,77
"920","pm25","Kansas City","US",39.1175,-94.6356,"micrograms per cubic meter",10,4.26477272727273,88
"921","pm25","Kansas City","US",39.303056,-94.376389,"micrograms per cubic meter",9.3,3.65,52
"922","pm25","Karnal","IN",29.6953,77.0027,"micrograms per cubic meter",60.05,43.4338888888889,18
"923","pm25","Karpos Municipality","MK",42.0059999994659,21.387,"micrograms per cubic meter",42.2028,28.828725,116
"924","pm25","Kathmandu","NP",27.712463,85.315704,"micrograms per cubic meter",30,17.2931034482759,116
"925","pm25","Kathmandu","NP",27.738703,85.336205,"micrograms per cubic meter",19,10.0695652173913,115
"926","pm25","Katni","IN",23.50016,80.23284,"micrograms per cubic meter",68,35.7333333333333,45
"927","pm25","Katowice","PL",50.246795,19.019469,"micrograms per cubic meter",28.0849,13.7947181818182,110
"928","pm25","Katowice","PL",50.264611,18.975028,"micrograms per cubic meter",38.4711,15.0281560909091,110
"929","pm25","KAY","US",36.697189,-97.081278,"micrograms per cubic meter",25.9,8.47332242225859,611
"930","pm25","Keene","US",42.930521,-72.272332,"micrograms per cubic meter",14,5.45454545454545,88
"931","pm25","Kennewick-Richland-Pasco","US",46.2183,-119.2015,"micrograms per cubic meter",235.2,33.3780821917808,73
"932","pm25","Kennewick-Richland-Pasco","US",46.5754,-119.0021,"micrograms per cubic meter",232.9,26.0821917808219,73
"933","pm25","KENT","US",39.305199,-75.797203,"micrograms per cubic meter",9,2.87301587301587,63
"934","pm25","KERN","US",34.8416,-118.8647,"micrograms per cubic meter",43,14.1190476190476,42
"935","pm25","KERN","US",35.755,-118.4175,"micrograms per cubic meter",125.3,44.0417721518987,79
"936","pm25","Khanna","IN",30.736056,76.209694,"micrograms per cubic meter",44.47,32.9886666666667,15
"937","pm25","Kielce","PL",50.878998,20.633692,"micrograms per cubic meter",27.51,9.361,110
"938","pm25","KING","US",47.600863,-122.148397,"micrograms per cubic meter",176.6,63.6942528735632,87
"939","pm25","KINGS","US",40.641819,-74.018707,"micrograms per cubic meter",10.6,3.43333333333333,54
"940","pm25","Kingsport-Bristol-Bristol","US",36.5408,-82.5217,"micrograms per cubic meter",12,4.68421052631579,57
"941","pm25","KITSAP","US",47.592675,-122.627397,"micrograms per cubic meter",163,60.4659090909091,88
"942","pm25","Klaipeda","LT",55.6899999995005,21.17946,"micrograms per cubic meter",36.95,13.6870056497175,177
"943","pm25","Klamath Falls","US",42.190296,-121.731369,"micrograms per cubic meter",408.2,76.2989010989011,91
"944","pm25","Knoxville","US",35.6322,-83.9422,"micrograms per cubic meter",14,6.8,80
"945","pm25","Knoxville","US",35.7197,-84.3417,"micrograms per cubic meter",14,6.80281690140845,71
"946","pm25","Knoxville","US",35.7683,-83.9422,"micrograms per cubic meter",14,6.12698412698413,63
"947","pm25","Knoxville","US",35.9803,-83.9306,"micrograms per cubic meter",14.1,5.91011235955056,89
"948","pm25","Kochi","IN",9.969447,76.321186,"micrograms per cubic meter",24,8.34723404255319,47
"949","pm25","Kolkata","IN",22.49929,88.36917,"micrograms per cubic meter",29,13.0125,40
"950","pm25","Kolkata","IN",22.51106,88.35142,"micrograms per cubic meter",23.5,13.1891891891892,37
"951","pm25","Kolkata","IN",22.5367507,88.3638022,"micrograms per cubic meter",55.8,12.8078947368421,38
"952","pm25","Kolkata","IN",22.55664,88.342674,"micrograms per cubic meter",68.92,18.4741025641026,39
"953","pm25","Kolkata","IN",22.56263,88.36304,"micrograms per cubic meter",4,4,23
"954","pm25","Kolkata","IN",22.58157048,88.41002457,"micrograms per cubic meter",34.8,7.83953488372093,43
"955","pm25","Kollam","IN",8.8787,76.6073,"micrograms per cubic meter",307.5,38.0090196078431,51
"956","pm25","Kollumerwaard","NL",53.3304,6.27681,"micrograms per cubic meter",17.8434,5.05989818181818,77
"957","pm25","Konstancin-Jeziorna","PL",52.080625,21.111186,"micrograms per cubic meter",20.39,8.69805555555556,108
"958","pm25","Kota","IN",25.14389,75.821256,"micrograms per cubic meter",46.2,36.05,8
"959","pm25","Kozhikode","IN",11.249077,75.784371,"micrograms per cubic meter",10,5.13931034482759,29
"960","pm25","Krapinsko-zagorska","HR",46.1690555550192,15.6606388888889,"micrograms per cubic meter",37.6,11.965,100
"961","pm25","Kurukshetra ","IN",29.966942,76.875879,"micrograms per cubic meter",47.35,36.914347826087,23
"962","pm25","Kutno","PL",52.231728,19.353742,"micrograms per cubic meter",22,10.4021739130435,92
"963","pm25","Kuwait City","KW",29.292316,48.04768,"micrograms per cubic meter",106,50.3163265306122,98
"964","pm25","La Crosse","US",43.7781,-91.225,"micrograms per cubic meter",4.6,2.913,100
"965","pm25","La Estrella","CO",6.1555305,-75.6441727,"micrograms per cubic meter",41,14.5258620689655,116
"966","pm25","La Florida","CL",-33.516630362266,-70.588123961971,"micrograms per cubic meter",42,22.2121212121212,99
"967","pm25","La Grande","US",45.300884,-117.812896,"micrograms per cubic meter",156.5,32.1190476190476,84
"968","pm25","La Grande","US",45.3235,-118.0778,"micrograms per cubic meter",229.2,25.7576923076923,78
"969","pm25","LA PAZ","US",34.243889,-113.558611,"micrograms per cubic meter",65,8.96190476190476,105
"970","pm25","Laconia","US",43.566122,-71.496335,"micrograms per cubic meter",13,5.04040404040404,99
"971","pm25","Lake City","US",30.1783,-82.6192,"micrograms per cubic meter",12.7,6.29130434782609,46
"972","pm25","LAKE","US",42.189215,-120.353969,"micrograms per cubic meter",126.9,32.5311111111111,90
"973","pm25","LAKE","US",47.9464,-91.4953,"micrograms per cubic meter",10,4.14666666666667,75
"974","pm25","Lakeland","US",28.0294,-81.9719,"micrograms per cubic meter",7.4,5.59722222222222,36
"975","pm25","Lancaster","US",40.0439,-76.1125,"micrograms per cubic meter",12.3,6.07676767676768,99
"976","pm25","Lancaster","US",40.0467,-76.2833,"micrograms per cubic meter",10.8,6.29029126213592,103
"977","pm25","Landes","FR",43.7047196490079,-1.03861416519331,"micrograms per cubic meter",17.6,7.16086956521739,115
"978","pm25","Landes","FR",43.8960516305414,-0.490616689052445,"micrograms per cubic meter",28.7,6.60973451327434,113
"979","pm25","Lansing-East Lansing","US",42.76138,-84.562867,"micrograms per cubic meter",12.6,5.15961538461538,104
"980","pm25","LARIMER","US",40.571259,-105.079765,"micrograms per cubic meter",22.7,11.2073170731707,41
"981","pm25","Las Condes","CL",-33.37677352033,-70.523326784061,"micrograms per cubic meter",36,18.8921568627451,102
"982","pm25","Las Cruces","US",31.7878,-106.6828,"micrograms per cubic meter",32,6.58947368421053,95
"983","pm25","Las Cruces","US",32.0036,-106.5992,"micrograms per cubic meter",31,6.70731707317073,82
"984","pm25","Las Palmas","ES",27.7636519995564,-15.563851,"micrograms per cubic meter",27,21.9615384615385,26
"985","pm25","Las Palmas","ES",27.7725973595564,-15.54188043,"micrograms per cubic meter",16,8.80769230769231,26
"986","pm25","Las Palmas","ES",27.801277999556,-15.461157,"micrograms per cubic meter",16,10,23
"987","pm25","Las Palmas","ES",27.8690699995553,-15.38715,"micrograms per cubic meter",18,11.1923076923077,26
"988","pm25","Las Palmas","ES",27.897638999555,-15.445028,"micrograms per cubic meter",17,8.73076923076923,26
"989","pm25","Las Palmas","ES",28.0036449995539,-15.411851,"micrograms per cubic meter",12,8.45454545454546,22
"990","pm25","Las Palmas","ES",28.0263169995537,-15.414657,"micrograms per cubic meter",12,7.29166666666667,24
"991","pm25","Las Palmas","ES",28.0298519995536,-15.416086,"micrograms per cubic meter",17,10.2173913043478,23
"992","pm25","Las Palmas","ES",28.0351199995536,-15.41631,"micrograms per cubic meter",14,10.0384615384615,26
